################################################################
# MalwareBazaar recent malware samples (CSV)                   #
# Last updated: 2021-11-10 17:32:38 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
#
# "first_seen_utc","sha256_hash","md5_hash","sha1_hash","reporter","file_name","file_type_guess","mime_type","signature","clamav","vtpercent","imphash","ssdeep","tlsh"
"2021-11-10 16:59:19", "93736b26b43ad75a693b01a8764b5771f234858d3f2fed98ee7c3108994727ae", "6ccb6d6862dc54d6cc215440650f4fa6", "dfc71bd4c5fc777c73c1f6b5a9ae089703ee1539", "c0r3dump3d11", "pty", "elf", "application/x-executable", "n/a", "n/a", "49.18", "n/a", "768:ITlVksj1M3uEBbCLaBet1OWhq8ksMCEU3iKM3DJnbcuyD7UYcw1QOFVLdmLOzLr:3uE9Cxt1jq8ksmIMzJnouy8Ycw1nVLdN", "T1E513F22176BBCF1CC49F50701B68BA4294F2D20EB564B192A6C5B13356C77F0626E27B"
"2021-11-10 16:57:57", "852ac2e4c38a4d06a32592c07237fc38160ae71504f82cd3855eff0cb9ee2e5c", "37dce696e43c1365550ec411f2577b91", "948f61d4cd3f362a314a57d34b92b6c27f5449d1", "zbetcheckin", "37dce696e43c1365550ec411f2577b91", "elf", "application/x-executable", "Mirai", "n/a", "52.54", "n/a", "3072:48ewL7vNxn78QRvCmR/4vJ2AG6sBd11xOsYtlf7VqU/IH1YQaSw9M/9dWdVY8:48eevX8QRvhR4B2x68NXYtlf7cU/IHrs", "T131F33C46EA818B13C0D6177AB6AF02893332A76493DB730699145FB43FC6B5F0E73646"
"2021-11-10 16:55:01", "421082e36a21c830cc0c12eb9dcbebaa13b5cc42008c1dc29c643d83df76ffb0", "8a54d9e56afcda7dc75fe59681ed78c9", "5fed4d956aba054029d80a9db9f2794de830566e", "James_inthe_box", "44508.5578762731.dat.dll", "dll", "application/x-dosexec", "n/a", "n/a", "n/a", "e0187cff4960b36cd54752cdc0601103", "24576:RdQig2HGaAwaGhWZtJGKaI9PPFepfjcab3817zZan:Rd3hHRhR3i7A", "T1E4358E22B2D14437D1632A7D9C6BB358993A7F102E3C9C4A6BE51D4C4F3A6817D382E7"
"2021-11-10 16:50:08", "15a1b44bb013a1c6cdd0a9642f0a4d5878b06c2865a6da96f22922455b2a627f", "26da8ddc67d99074c42c75cc6936a8f8", "b9ac9b6b6c10ef5f8e1b9d887d619f93041f3dcb", "tolisec", "trynagetmybinsufucker98575.arm", "elf", "application/x-executable", "Mirai", "n/a", "23.64", "n/a", "768:WXQD3WV1wjry5HfJVih/y79gB7QlEPz9s3UozO:nD381bHfWJyZgBkiAzO", "T159D2D07818AB5872D5B05BB1CAE1CEC632030A3DD47BFA36151607D1DA8130E76BE996"
"2021-11-10 16:50:07", "a3a750c3c65559169e3af1d5e5e06b7868f1e4d0203ba1448e5cc56c365f339e", "27a460f63e80f1ea2b9d57d55d0fd15b", "3ef5f7c231e57afe6fcb926274e69c14018202c3", "tolisec", "trynagetmybinsufucker98575.arm7", "elf", "application/x-executable", "Mirai", "n/a", "36.67", "n/a", "1536:8APtoKBLM7wUJSZsdYB3LBr1/t4iBkvuOPiA:8APtcqB3LXV4iBkpn", "T1EF33F116D6CE5811CA702973D6FF9205552EA7BCC491F2C342ECE8A0BEA74DB7278203"
"2021-11-10 16:50:06", "26f5ff4cfdb45d87ad71af7aa5f08c435d1f4dcf87904d6e9a6b8f91dc5bb4e0", "a8557847f191ba8a4dbcc96aa1e32687", "9173e255e5ca6b3daf7150658b1ae8ff6e117b8c", "tolisec", "trynagetmybinsufucker98575.x86", "elf", "application/x-executable", "Mirai", "n/a", "33.33", "n/a", "768:eJ55ogT+lbYMTq714SV4puGZzMELmag24NHnbcuyD7UHQRjH:K5oDlYMTmGkOu4LmagjNHnouy8Hyr", "T117D2E11AE596EBD0C5AB443A29EF7B6D5424C1456C0432F2AEE8B01FDD04F50771E2D4"
"2021-11-10 16:49:01", "d9b7dd08b2d1cde2e076ec3c10948af1a472a610fa7e3179f4e6b42402870b31", "8053242252f245ba7ae93ff4b8567e97", "e128e06c41af62bd956bc38d8bcc75e5db3a2025", "fr0s7_", "d9b7dd08b2d1cde2e076ec3c10948af1a472a610fa7e3179f4e6b42402870b31", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "21.31", "n/a", "768:45ZP2y/0L6Pdz0Xr02VWnZdw9822zA9iDGXU:4f2Sdz0QcWwkFSk", "T1AFF2D076C222F815D163ECBDD29A16F1F5588102E180D86F6426FA8F0AB6583532F78F"
"2021-11-10 16:48:58", "2556c174b7a4cb47d3e3b59942a7866f7ee42723c1335ed0affd0b0b7c8d1e28", "a3ba7c9ce2e74881949b25f87ea23d7b", "cb633359d3ae7b4e2a8509b69c8dba733ab2d5a9", "fr0s7_", "2556c174b7a4cb47d3e3b59942a7866f7ee42723c1335ed0affd0b0b7c8d1e28", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "24.59", "n/a", "768:oWo+82r7oByq2NB02VWnZdw9822zA8XuQX0:ecfA92NWcWwkR+Qk", "T172F2DF29D261E800CD5BDCBEE0E847F1F45881027544D49F19B2BB8F86769A3576FB0D"
"2021-11-10 16:48:56", "b131359b9f24424dbdee23f0aa64057775b8f62d3bc1506a0abd35784621a03c", "fe1d741b09862dae4fbad7c16950046b", "0c6ecce3ced262a1bf26bc96af4c3bba0c4170c2", "fr0s7_", "b131359b9f24424dbdee23f0aa64057775b8f62d3bc1506a0abd35784621a03c", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "22.58", "n/a", "768:oWo+82r7oByq2NB02VWnZdw9822zA8XuQXCYt:ecfA92NWcWwkR+QSYt", "T1B2F2DF19D251D800DE5BD8BEA0E847F1F81881027540D89F19B2FB8F86769A3576BF0D"
"2021-11-10 16:48:53", "55ab41f3ca70701ce4783be9f4eada1ccce9405edc0cf425ae161c6057cb6697", "e54e479674626eabfedc89ec7cb6476b", "575ec8f73a435eb45825514f6a7fcc510ed70f1a", "fr0s7_", "55ab41f3ca70701ce4783be9f4eada1ccce9405edc0cf425ae161c6057cb6697", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "42.62", "n/a", "768:G0vIZuRjk7avDA02VWnZdw9822zAHeiIX2:G+wuRjk7e9cWwkQhIm", "T162F2D039E202F848C567D97DE1A501F3FAAC9126E066D4AF0440F69F4736293467FE8A"
"2021-11-10 16:48:50", "ad31bf70f6d86839cf105236ac1f3f6a02d49492b7fdfed44e122506d167adfd", "3652821a93ea39cacc9ebfe657ab1484", "8f2945bca670da15dbda02846b943834befc91bd", "fr0s7_", "ad31bf70f6d86839cf105236ac1f3f6a02d49492b7fdfed44e122506d167adfd", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "21.67", "n/a", "768:T0dPSmwes8olvjm02VWnZdw9822zAhLXy:T0d3dfolzcWwkmC", "T17FF2E015D641B814CA2799BEE6E80AE1F6BCC0057100D86F6461F7CF86B77A353BBB48"
"2021-11-10 16:48:47", "d78f5fcf2a0a869e1915bebd0ec2e8bcfa160d55168d8289362d262aaf5d6cb4", "69f8ea3373b6430a9604af4ffa1671e0", "ca3282aed79718e500b463d673249929f5261519", "fr0s7_", "d78f5fcf2a0a869e1915bebd0ec2e8bcfa160d55168d8289362d262aaf5d6cb4", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "19.35", "n/a", "768:LLpoaa2x2Hu87i02VWnZdw9822zA8gAqYX8/:hoaXFyTcWwkLoYM/", "T1DCF2E02AD215E820C753EC7EE1550AF6F659C602E181D84F1062FACF8632683973BF8D"
"2021-11-10 16:48:46", "644b67cabf842a2ac051459139be0e73f97dade5b6778841a750ab6ee6f5d301", "f9d794f9f090c8a436992d95d99b283d", "81befa3de4903fdb73b741fe3cd6af32c0398c6c", "fr0s7_", "644b67cabf842a2ac051459139be0e73f97dade5b6778841a750ab6ee6f5d301", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "20.97", "n/a", "768:T0dPSmwes8olvjm02VWnZdw9822zAhLX5:T0d3dfolzcWwkmJ", "T168F2E025D641B840DE27EDBED6A80AE1F6B8C0157100C86E6460F7CF86777A353BBB48"
"2021-11-10 16:48:44", "4ae4a0a3de12d724d7a275986a0bb7ce6d6a2cb3eb38965499c648bd1d3c0494", "e1567639cfea8107fa5800d2fb4323be", "f8010cbe78dc98e2c19fa7c75686b5f38c121b17", "fr0s7_", "4ae4a0a3de12d724d7a275986a0bb7ce6d6a2cb3eb38965499c648bd1d3c0494", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "41.27", "n/a", "768:G0vIZuRjk7avDA02VWnZdw9822zAHeiIXf:G+wuRjk7e9cWwkQhIv", "T189F2D039E242E408C577E97DE1A511F3FAEC9126E065D4AF0440F69F473229346AFE8A"
"2021-11-10 16:48:41", "a3ca0baf424c1110b920a84fdddc4d968b29c101aa676c272f3b2da2dab728df", "856feeb6b1fb0b87012af2fa8ec34bb6", "f4ee17981d212b4bb0d737eed606e1701ff04ab0", "fr0s7_", "a3ca0baf424c1110b920a84fdddc4d968b29c101aa676c272f3b2da2dab728df", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "19.35", "n/a", "768:LLpoaa2x2Hu87i02VWnZdw9822zA8gAqYXT:hoaXFyTcWwkLoYj", "T10EF2E02DC215E820CB53DC7DE1550AF6F659C202E191D84F2062FACF9A32693963BF8D"
"2021-11-10 16:48:40", "0360a45e20212a1bf5e96c702f08f5ec80d83baf562f544a5c0e14299c7b4186", "b865035c24594096b6a0099ad24c6892", "afa0e4705556fffb7fd10c4cbcd59a5303d2bc95", "fr0s7_", "0360a45e20212a1bf5e96c702f08f5ec80d83baf562f544a5c0e14299c7b4186", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "41.94", "n/a", "768:G0vIZuRjk7avDA02VWnZdw9822zAHeiIXOdy:G+wuRjk7e9cWwkQhIedy", "T15FF2E039E202F848C567E97DE1A501E3F9EC9126E056D4AF0441F69F4732293467FE8A"
"2021-11-10 16:48:38", "a9f83a554d0824fdc5aa3df9819efe4192b2bca305538f1ef08bbed5bd6b587e", "1a44d709324c12a2aa162c2dba228ef8", "5e8f1053396581086218f8b826742102367b61fb", "fr0s7_", "a9f83a554d0824fdc5aa3df9819efe4192b2bca305538f1ef08bbed5bd6b587e", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "19.67", "n/a", "768:ZmuOapqPMFZla+3IVi02VWnZdw9822zAOCDXYn:Z1OaptT3OTcWwkE+", "T14FF2D029D221E812CA77FEBCD6A946E6F01CC51AB2108C5F0472E6CF463565343BBE8D"
"2021-11-10 16:48:36", "f28b2c3d9f3b568355fc446102b1cd0c837f73b638131bbc39939b4aec48ab5f", "b0644022b8e13d1a6e2ae69eac1d5282", "3a7bef2dc9c50b8e5304eff59aa8a97c3c83d2da", "fr0s7_", "f28b2c3d9f3b568355fc446102b1cd0c837f73b638131bbc39939b4aec48ab5f", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "20.97", "n/a", "384:xS6JqYxSJTvfpHhx/gFj0EEYpcVhE1ltmTV/YZO4NSCWl822TnUCSdQQUfwliiiC:ZJqY0phb4a02VWnZdw9822zAEhXC", "T14FF2E039C121F400D697D87DE56902F2FA18C60A7191D86F2516F9CFC7B2AA34377E4A"
"2021-11-10 16:48:35", "843273eaab176dff734faabd41f8096e1912694efcf1a65c8e59ca1bbfe8f432", "ac36c5765ddeed8a6ad463b8e9fc12b8", "f1740dff265649412c9c8d7cbca6f46e072cbbd6", "fr0s7_", "843273eaab176dff734faabd41f8096e1912694efcf1a65c8e59ca1bbfe8f432", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "16.07", "n/a", "768:d0lnHajDd//gtiM3F602VWnZdw9822zAfiUXB:dO63J8iM3F7cWwkvUR", "T19AF2E114C242A444DA6BD87CE0A506F2F42CC8276105C8AEA4B2E34F837A7C7537BF5E"
"2021-11-10 16:48:33", "68f34245615927ce58fa909f90b75c6db663f8b13a0e3247edd96b9884f8e4f0", "b69c97b460592132c618b75e2db6e75c", "2263b4272e5cc9de9ffcd6e02e572e7340523dfe", "fr0s7_", "68f34245615927ce58fa909f90b75c6db663f8b13a0e3247edd96b9884f8e4f0", "doc", "application/vnd.openxmlformats-officedocument.wordprocessingml.document", "n/a", "n/a", "43.55", "n/a", "384:xS+8f/wVlGY77f1ZT/40r+Tj0EEYpcVhE1ltmTV/YZO4NSCWl822TnUCSdQQXgsG:Uf5ifH/ZCU02VWnZdw9822zAlgDX/", "T159F2F125D146FC18C627D9BEE1A70BF5F53886167069C86E2422F78E4634BC34B7AE0D"
"2021-11-10 16:36:28", "2d75cc20eef1dc72fee0d3b3ff5a261a2d0bbdb6eb363bfae4a016c922f97e20", "2e5ba6f379de18b684d20ddfcddb9298", "239d1306f759065f4531370cab3f3ad2de04cd9c", "fr0s7_", "2d75cc20eef1dc72fee0d3b3ff5a261a2d0bbdb6eb363bfae4a016c922f97e20", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "22.95", "n/a", "1536:8CWyP2CET+S+agP7nA9u9DE2P/VgKURYjJjddCiLp0JdVgVx23/yKk7Xb:83rT1k7TAaNdUR2RsU0JdVgVUBkzb", "T10293021F52233499C42B0EBF80564CF1342EA73BAC5365A63417764C68F92D39FAA67C"
"2021-11-10 16:36:27", "af628f63a54b194822b05d8034a4cebba398e2d0e37cbb5ae6cce39aea7cb32d", "a98746d29b2fd43f8f498cd2d4e6d9ef", "9bac8cef85829d3590324b77f40a81cb3be189fd", "fr0s7_", "af628f63a54b194822b05d8034a4cebba398e2d0e37cbb5ae6cce39aea7cb32d", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "17.74", "n/a", "1536:1W6XfGo3iBATxtluIpPqrE3gpMokPF58Ik4kosQFVvSuMgrkql4:w6Xeu3Tzlu9EwFkd58IXkOFVvMgrH4", "T1726302158E14F492E7FA857C016C6FF270464B5E6F41D25A3EA8D20CAC75BCBF396228"
"2021-11-10 16:36:25", "98f5f22e1d405613c56f6fc8533dd7bf421cb1025f0c552c1b1c049701dcd71d", "fa0d121f0adbaccbd9ef0a9955571405", "8d55da65805fee07d8a9a36135cc08558141e84e", "fr0s7_", "98f5f22e1d405613c56f6fc8533dd7bf421cb1025f0c552c1b1c049701dcd71d", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "17.74", "n/a", "1536:1W844TXI4kDPrX6Q3cWViBN3yKqxyeHw3vRMgF3oKy5hR+l+F:wp4TY4Yqmc3/q0dfaguKyRq+F", "T17773F11D06EA3175D2E1EF3DCB0904F324976B7A9F1066871849AF6C8B67087EB6710B"
"2021-11-10 16:36:24", "7e255ea9492add6da3745e2798c002050bc0ba6258005f708d5e62114d543337", "4294c04117384c8a2068bb885b770a46", "a896982484ef57e83685bb96bb6fdb3aa3bdaaab", "fr0s7_", "7e255ea9492add6da3745e2798c002050bc0ba6258005f708d5e62114d543337", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "18.03", "n/a", "1536:1W8BbjmArVil6P2CET+S+agP7nA9u9DE2LfZDJi7A:w5AJiZT1k7TAchE7A", "T15973010B9A3B20C8C97713BE852959B23519A6676D43FAF5341B81BC0CF52A78F5A064"
"2021-11-10 16:36:22", "c4373ae06104ee011010d5a26f64d58cc1e9cc3b94f21bb425c9d07b19a5da5f", "f84c2c0b7f0a18bcada9b538a31dd212", "57fba857a56d0e7f6a7eca29ea9d3dd5258ff34a", "fr0s7_", "c4373ae06104ee011010d5a26f64d58cc1e9cc3b94f21bb425c9d07b19a5da5f", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "16.36", "n/a", "1536:1WnszI2BDjtPFFxgFzx5YVqHS2YzayhpSW4vHR05Q4r5UZKUbVAiEHm:ws1hjAFzIsj8aipSW4vHREQ4iZKUbVA+", "T15983025BD0D6BC58C1E684FFC1CD2AF290360A4D0146FA5E7DED02B82AB118FD78961E"
"2021-11-10 16:36:20", "d992017c7351fcff913215a42f37ebddff2563e34f4c7dc04527fc80c3d40d26", "8ffacb4b30e1a4ed2061726daf503bad", "a7eeaf64dfc1964cd32b1072b178f38481729f37", "fr0s7_", "d992017c7351fcff913215a42f37ebddff2563e34f4c7dc04527fc80c3d40d26", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "17.74", "n/a", "1536:1WUGpAIPZZKz/1eCzbqzLkh/OPvTFVipdks+69saG:wUGplEz/9qGWPvZVidks+6SaG", "T1AA63F14FA66D71F6C36DE83E434D0CB7AC62A626054057EB4D98E78C11B2B13A74D0AE"
"2021-11-10 16:36:18", "46f0b4155e660ecbc16eacc26e44fa9f6c15a9a97d674d51ac7a7bf21b6bebbf", "b84fdd565a752aff149a76dacffc6743", "746960ed36d02aaa9312c309dbadb08c9077e7ae", "fr0s7_", "46f0b4155e660ecbc16eacc26e44fa9f6c15a9a97d674d51ac7a7bf21b6bebbf", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "18.03", "n/a", "1536:1WSVtLUpsMOP2CET+S+agP7nA9u9DE2AjbV:wefGT1k7TApjbV", "T18F63010F5927B898C0330E7E459B4EF12D266107985BFED97422D25C59E62B30FEAC74"
"2021-11-10 16:36:17", "9823a04018133bb1c63862f26386a815c23b91ca745a0118af6d6f55a8805b96", "a9fd67c289294737cbf32409e7a7f976", "8b252ce4504332f0c216f9bd22975dee0a5a5cda", "fr0s7_", "9823a04018133bb1c63862f26386a815c23b91ca745a0118af6d6f55a8805b96", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "12.24", "n/a", "1536:1W7clkQNLy3hEPIbZ853SAJbpwGjH4l2u:w7+NLy3HbC9wGL4l2u", "T1F343E11F5A69A00BC459AD778E088CF6242570BEEC41C51E78819F8F45EA2C3E6EE317"
"2021-11-10 16:36:15", "b8ad0759ffced518e1a5810002b0aec258d2b9e47c1471b5f6067751fb860524", "4f49f2a47564693157cdc4cc0c1378f0", "510ae044b29e57b34c52e3d53b699a0f9baa2cf8", "fr0s7_", "b8ad0759ffced518e1a5810002b0aec258d2b9e47c1471b5f6067751fb860524", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "19.67", "n/a", "1536:1WNypVRfGUPFFxgFzx5YVqHS2YzayhpSW4vHR05Q4r5UZKUbzol:wOVZAFzIsj8aipSW4vHREQ4iZKUbzol", "T19C83029BE4D77414C0FA84FF86CE24F29937035E0802BE6BAD4D02B8175528FA78D52E"
"2021-11-10 16:36:13", "d892dc11ae95840a30b2c5a52b0cc7f0742b62810bba061deb8a7c8d65eb2662", "e2a74f2eb638c720c6fea729da0e3b84", "066be6dca9c980d0ea2ef39d49e4915cda8944c9", "fr0s7_", "d892dc11ae95840a30b2c5a52b0cc7f0742b62810bba061deb8a7c8d65eb2662", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "17.74", "n/a", "1536:1WdShh1QI1tPFFxgFzx5YVqHS2YzayhpSW4vHR05Q4r5UZKUbUL/vN0uys:wYsFzIsj8aipSW4vHREQ4iZKUbI/l0u/", "T1A393022ED4CAD41AC0FA44FE45CA1DF18439064A1602F92BFD5E92FC1B5614EE78F13A"
"2021-11-10 16:36:12", "1e934ca2c6239bc4dceac98b9ef10b9796c09e93fe21824c2344dd01fe12519d", "4e1a65e86010658728ec3b2ff79219b4", "b479acf9f998548d0096ccc66aa31ea883f9256f", "fr0s7_", "1e934ca2c6239bc4dceac98b9ef10b9796c09e93fe21824c2344dd01fe12519d", "xlsx", "application/vnd.openxmlformats-officedocument.spreadsheetml.sheet", "n/a", "n/a", "17.74", "n/a", "1536:1W/AJxL30XmDPFFxgFzx5YVqHS2YzayhpSW4vHR05Q4r5UZKUbqryQds:w/AHaFzIsj8aipSW4vHREQ4iZKUbqr96", "T19483025EE8D5B459C0FA49FEC1C92DB185320D0E050BBA6B7DAD04381B6518FEBDD22B"
